Time.Bands,Frequency,SE,Species
2021,0.099751325228533,0.007435044,Cinereous Tit
2019,0.0260672155628165,0.007400937,Himalayan Black-lored Tit
2020,0.0238986112948697,0.007400937,Himalayan Black-lored Tit
2021,0.0219104192562084,0.007400937,Himalayan Black-lored Tit
2019,0.0415017544462395,0.00513747,Indian Yellow Tit
2020,0.0392804575034602,0.00513747,Indian Yellow Tit
2021,0.0371780509587818,0.00513747,Indian Yellow Tit
2019,0.0288870471778811,0.015811383,Yellow-cheeked Tit
2020,0.0281125724031401,0.015811383,Yellow-cheeked Tit
2021,0.0273588616467156,0.015811383,Yellow-cheeked Tit
2019,0.0669628311151449,0.012451106,Black-throated Tit
2020,0.0629519446951392,0.012451106,Black-throated Tit
2021,0.0591812991611038,0.012451106,Black-throated Tit
2019,0.0292634432398318,0.005709851,Indian Nuthatch
2020,0.0268300549391135,0.005709851,Indian Nuthatch
2021,0.0245990139347657,0.005709851,Indian Nuthatch
2019,0.0518409772565885,0.007821704,Chestnut-bellied Nuthatch
2020,0.052390554583633,0.007821704,Chestnut-bellied Nuthatch
2021,0.0529459580978827,0.007821704,Chestnut-bellied Nuthatch
2019,0.0355781241213821,0.008142922,White-tailed Nuthatch
2020,0.0346168110255593,0.008142922,White-tailed Nuthatch
2021,0.0336814723983468,0.008142922,White-tailed Nuthatch
2019,0.025740416173872,0.003167932,Velvet-fronted Nuthatch
2020,0.0243142651117188,0.003167932,Velvet-fronted Nuthatch
2021,0.022967130132225,0.003167932,Velvet-fronted Nuthatch
2019,0.0438978600968579,0.073789368,Wallcreeper
2020,0.0425934926617429,0.073789368,Wallcreeper
2021,0.0413278827970888,0.073789368,Wallcreeper
2019,0.0812364473726317,0.020526201,Bar-tailed Treecreeper
2020,0.0743056132503078,0.020526201,Bar-tailed Treecreeper
2021,0.06796609574983,0.020526201,Bar-tailed Treecreeper
2019,0.0184905381037215,0.005871264,Sikkim Treecreeper
2020,0.0180549043021514,0.005871264,Sikkim Treecreeper
2021,0.0176295339557606,0.005871264,Sikkim Treecreeper
2019,0.0671087386094485,0.028974135,Eurasian Wren
2020,0.0605404707824811,0.028974135,Eurasian Wren
2021,0.0546150721725593,0.028974135,Eurasian Wren
2019,0.0716332758297148,0.013847276,Brown Dipper
2020,0.0733705940473508,0.013847276,Brown Dipper
2021,0.0751500473558977,0.013847276,Brown Dipper
2019,0.00731412601771748,0.001729293,Gray-headed Bulbul
2020,0.00704845660846692,0.001729293,Gray-headed Bulbul
2021,0.00679243705141204,0.001729293,Gray-headed Bulbul
2019,0.286459612133899,0.050810941,Andaman Bulbul
2020,0.292244875001364,0.050810941,Andaman Bulbul
2021,0.298146975513747,0.050810941,Andaman Bulbul
2019,0.126911137129586,0.019028265,Black-crested Bulbul
2020,0.133737519190824,0.019028265,Black-crested Bulbul
2021,0.14093108330637,0.019028265,Black-crested Bulbul
2019,0.00855092290233774,0.002137402,Flame-throated Bulbul
2020,0.00814611688166676,0.002137402,Flame-throated Bulbul
2021,0.00776047463036231,0.002137402,Flame-throated Bulbul
2019,0.0369974061002415,0.02380244,Striated Bulbul
2020,0.0351974091214748,0.02380244,Striated Bulbul
2021,0.0334849855556872,0.02380244,Striated Bulbul
2019,0.50045887012805,0.012117883,Red-vented Bulbul
2020,0.498509855283715,0.012117883,Red-vented Bulbul
2021,0.496568430791135,0.012117883,Red-vented Bulbul
2019,0.174099063730045,0.012754044,Red-whiskered Bulbul
2020,0.173996654734825,0.012754044,Red-whiskered Bulbul
2021,0.173894305978885,0.012754044,Red-whiskered Bulbul
2019,0.144993609369681,0.021722487,White-eared Bulbul
2020,0.142634997730141,0.021722487,White-eared Bulbul
2021,0.140314753635835,0.021722487,White-eared Bulbul
2019,0.249955239891627,0.043760934,Himalayan Bulbul
2020,0.257243684109239,0.043760934,Himalayan Bulbul
2021,0.264744652053643,0.043760934,Himalayan Bulbul
2019,0.0116722189034774,0.003766831,Yellow-throated Bulbul
2020,0.0103633698222927,0.003766831,Yellow-throated Bulbul
2021,0.00920128683001407,0.003766831,Yellow-throated Bulbul
2019,0.0709007233994483,0.007159067,White-browed Bulbul
2020,0.0706542039295843,0.007159067,White-browed Bulbul
2021,0.0704085415997622,0.007159067,White-browed Bulbul
2019,0.163019398474812,0.15389267,White-throated Bulbul
2020,0.179506841714848,0.15389267,White-throated Bulbul
2021,0.197661790706572,0.15389267,White-throated Bulbul
2019,0.0157945323820971,0.00394516,Yellow-browed Bulbul
2020,0.0148848559359029,0.00394516,Yellow-browed Bulbul
2021,0.0140275717490515,0.00394516,Yellow-browed Bulbul
2019,0.136840844474445,0.017972651,Black Bulbul
2020,0.142273583973257,0.017972651,Black Bulbul
2021,0.147922009501889,0.017972651,Black Bulbul
2019,0.00711022842982255,0.001282964,Square-tailed Bulbul
2020,0.00668126411266167,0.001282964,Square-tailed Bulbul
2021,0.00627817946831488,0.001282964,Square-tailed Bulbul
2019,0.0646163146267045,0.014771539,Ashy Bulbul
2020,0.0626489334495774,0.014771539,Ashy Bulbul
2021,0.0607414533782077,0.014771539,Ashy Bulbul
2019,0.0271643501397299,0.010151135,Mountain Bulbul
2020,0.0276520850799812,0.010151135,Mountain Bulbul
2021,0.0281485772837311,0.010151135,Mountain Bulbul
2019,0.077663855273264,0.228145404,Scaly-breasted Cupwing
2020,0.0743284784790619,0.228145404,Scaly-breasted Cupwing
2021,0.0711363438445512,0.228145404,Scaly-breasted Cupwing
2019,0.0329034095063955,0.0153918,Pygmy Cupwing
2020,0.0349149725862165,0.0153918,Pygmy Cupwing
2021,0.03704951337822,0.0153918,Pygmy Cupwing
2019,0.028482351546031,0.025548236,Gray-bellied Tesia
2020,0.0255350604122564,0.025548236,Gray-bellied Tesia
2021,0.0228927484868589,0.025548236,Gray-bellied Tesia
2019,0.0184395636638924,0.008300961,Slaty-bellied Tesia
2020,0.0172817013240833,0.008300961,Slaty-bellied Tesia
2021,0.0161965438064915,0.008300961,Slaty-bellied Tesia
2019,0.0135100836984426,0.010880318,Gray-sided Bush Warbler
2020,0.0119029393162019,0.010880318,Gray-sided Bush Warbler
2021,0.010486979024528,0.010880318,Gray-sided Bush Warbler
2019,0.0208511451886908,0.007744604,Chestnut-headed Tesia
2020,0.0189696595437382,0.007744604,Chestnut-headed Tesia
2021,0.0172579481821704,0.007744604,Chestnut-headed Tesia
2019,0.0433500569969162,0.025656228,Yellow-bellied Warbler
2020,0.0456367488205004,0.025656228,Yellow-bellied Warbler
2021,0.0480440623885132,0.025656228,Yellow-bellied Warbler
2019,0.028498453289842,0.008089264,Black-faced Warbler
2020,0.029585239670946,0.008089264,Black-faced Warbler
2021,0.0307134705692713,0.008089264,Black-faced Warbler
2019,0.0556127046803112,0.058190563,Mountain Tailorbird
2020,0.0558869844593232,0.058190563,Mountain Tailorbird
2021,0.0561626169759445,0.058190563,Mountain Tailorbird
2019,0.0137493690810814,0.005419392,Broad-billed Warbler
2020,0.0141086830165755,0.005419392,Broad-billed Warbler
2021,0.0144773869468744,0.005419392,Broad-billed Warbler
2019,0.0315136593870194,0.008472442,Brownish-flanked Bush Warbler
2020,0.0313447054677717,0.008472442,Brownish-flanked Bush Warbler
2021,0.0311766573597622,0.008472442,Brownish-flanked Bush Warbler
2019,0.0203535281859522,0.022482236,Aberrant Bush Warbler
2020,0.0224392896393312,0.022482236,Aberrant Bush Warbler
2021,0.0247387929462431,0.022482236,Aberrant Bush Warbler
2019,0.0325315157788368,0.010785848,Ashy-throated Warbler
2020,0.0323733522824556,0.010785848,Ashy-throated Warbler
2021,0.0322159577539811,0.010785848,Ashy-throated Warbler
2019,0.0228623495256521,0.01081561,Buff-barred Warbler
2020,0.0229517472581087,0.01081561,Buff-barred Warbler
2021,0.0230414945589488,0.01081561,Buff-barred Warbler
2019,0.0321045787294994,0.013081944,Yellow-browed Warbler
2020,0.0269612127136166,0.013081944,Yellow-browed Warbler
2021,0.0226418479779321,0.013081944,Yellow-browed Warbler
2019,0.0537536487555934,0.006985891,Hume's Warbler
2020,0.0629267728557006,0.006985891,Hume's Warbler
2021,0.0736653014949222,0.006985891,Hume's Warbler
2019,0.0366336512841556,0.010005844,Pale-rumped Warbler
2020,0.0348631909981323,0.010005844,Pale-rumped Warbler
2021,0.033178294927373,0.010005844,Pale-rumped Warbler
2019,0.00272772677265823,0.004147269,Tytler's Leaf Warbler
2020,0.00258807690331964,0.004147269,Tytler's Leaf Warbler
2021,0.0024555766085652,0.004147269,Tytler's Leaf Warbler
2019,0.035722327693048,0.023561536,Sulphur-bellied Warbler
2020,0.0363276073743195,0.023561536,Sulphur-bellied Warbler
2021,0.0369431429240134,0.023561536,Sulphur-bellied Warbler
2019,0.0193362851881216,0.006998974,Tickell's Leaf Warbler
2020,0.0188207725853078,0.006998974,Tickell's Leaf Warbler
2021,0.018319003741498,0.006998974,Tickell's Leaf Warbler
2019,0.0415202597161663,0.009099152,Dusky Warbler
2020,0.0453726628839682,0.009099152,Dusky Warbler
2021,0.0495825062573166,0.009099152,Dusky Warbler
2019,0.0396754141386631,0.004423908,Common Chiffchaff
2020,0.0403847130851718,0.004423908,Common Chiffchaff
2021,0.0411066925545293,0.004423908,Common Chiffchaff
2019,0.0239190981439379,0.029809739,White-spectacled Warbler
2020,0.0212759801946687,0.029809739,White-spectacled Warbler
2021,0.0189249331442147,0.029809739,White-spectacled Warbler
2019,0.0452068980648046,0.051426523,Gray-cheeked Warbler
2020,0.0450075153921005,0.051426523,Gray-cheeked Warbler
2021,0.0448090120863046,0.051426523,Gray-cheeked Warbler
2019,0.0285702496807554,0.012974483,Whistler's Warbler
2020,0.0256587785364286,0.012974483,Whistler's Warbler
2021,0.0230440028819545,0.012974483,Whistler's Warbler
2019,0.0672280855514303,0.006206015,Greenish Warbler
2020,0.0690740188008642,0.006206015,Greenish Warbler
2021,0.0709706372592166,0.006206015,Greenish Warbler
2019,0.00994408280089875,0.014682365,Large-billed Leaf Warbler
2020,0.00916485012062394,0.014682365,Large-billed Leaf Warbler
2021,0.00844667923781862,0.014682365,Large-billed Leaf Warbler
2019,0.033576227633904,0.021955854,Chestnut-crowned Warbler
2020,0.0349186475442576,0.021955854,Chestnut-crowned Warbler
2021,0.036314739095016,0.021955854,Chestnut-crowned Warbler
2019,0.0136894441456985,0.003621745,Western Crowned Warbler
2020,0.0142294072643136,0.003621745,Western Crowned Warbler
2021,0.0147906685573733,0.003621745,Western Crowned Warbler
2019,0.0312490564242421,0.027823356,Blyth's Leaf Warbler
2020,0.0275822126301975,0.027823356,Blyth's Leaf Warbler
2021,0.0243456456172301,0.027823356,Blyth's Leaf Warbler
2019,0.0823148056633635,0.014937155,Gray-hooded Warbler
2020,0.077907079022624,0.014937155,Gray-hooded Warbler
2021,0.0737353737632497,0.014937155,Gray-hooded Warbler
2019,0.00205894829851654,0.000514635,Thick-billed Warbler
2020,0.00195686405292392,0.000514635,Thick-billed Warbler
2021,0.00185984122300926,0.000514635,Thick-billed Warbler
2019,0.030870966002007,0.002986612,Booted Warbler
2020,0.0330135774518711,0.002986612,Booted Warbler
2021,0.03530489768606,0.002986612,Booted Warbler
2019,0.00755326502800166,0.001457424,Paddyfield Warbler
2020,0.00811386016376718,0.001457424,Paddyfield Warbler
2021,0.00871606206231395,0.001457424,Paddyfield Warbler
2019,0.0845870735940169,0.00691768,Blyth's Reed Warbler
2020,0.0863707975357375,0.00691768,Blyth's Reed Warbler
2021,0.0881921356301303,0.00691768,Blyth's Reed Warbler
2019,0.0173746949840778,0.00160824,Clamorous Reed Warbler
2020,0.0182401884700327,0.00160824,Clamorous Reed Warbler
2021,0.0191487951717831,0.00160824,Clamorous Reed Warbler
2019,0.0368229148809206,0.010606177,Striated Grassbird
2020,0.0332774570926573,0.010606177,Striated Grassbird
2021,0.0300733701863301,0.010606177,Striated Grassbird
2019,0.285399346941478,0.008371428,Common Tailorbird
2020,0.29343882938731,0.008371428,Common Tailorbird
2021,0.30170477793648,0.008371428,Common Tailorbird
2019,0.0616362988214891,0.011483677,Striated Prinia
2020,0.0676011595127432,0.011483677,Striated Prinia
2021,0.074143270359285,0.011483677,Striated Prinia
2019,0.0256602611855383,0.00424093,Rufous-fronted Prinia
2020,0.0231140332920529,0.00424093,Rufous-fronted Prinia
2021,0.0208204636407688,0.00424093,Rufous-fronted Prinia
2019,0.0706316496688566,0.004922987,Gray-breasted Prinia
2020,0.0695734387105038,0.004922987,Gray-breasted Prinia
2021,0.0685310819823387,0.004922987,Gray-breasted Prinia
2019,0.0340427048448013,0.00554463,Graceful Prinia
2020,0.0389260191368436,0.00554463,Graceful Prinia
2021,0.0445098288385068,0.00554463,Graceful Prinia
2019,0.0413515602298705,0.004179656,Jungle Prinia
2020,0.0407065208158601,0.004179656,Jungle Prinia
2021,0.0400715433159181,0.004179656,Jungle Prinia
2019,0.0302092697016968,0.006889675,Yellow-bellied Prinia
2020,0.0292632793167212,0.006889675,Yellow-bellied Prinia
2021,0.0283469122168268,0.006889675,Yellow-bellied Prinia
2019,0.232478733732305,0.013025392,Ashy Prinia
2020,0.232140903103662,0.013025392,Ashy Prinia
2021,0.231803563399637,0.013025392,Ashy Prinia
2019,0.131258957334745,0.006661833,Plain Prinia
2020,0.130364260027827,0.006661833,Plain Prinia
2021,0.129475661224869,0.006661833,Plain Prinia
2019,0.040822910259685,0.003114438,Zitting Cisticola
2020,0.0387706459620863,0.003114438,Zitting Cisticola
2021,0.0368215538469804,0.003114438,Zitting Cisticola
2019,0.0546949643564995,0.010901175,Lesser Whitethroat
2020,0.0561929720118094,0.010901175,Lesser Whitethroat
2021,0.0577320077025476,0.010901175,Lesser Whitethroat
2019,0.0146693862114995,0.008700987,Eastern Orphean Warbler
2020,0.0138657302234638,0.008700987,Eastern Orphean Warbler
2021,0.0131061021816415,0.008700987,Eastern Orphean Warbler
2019,0.0275732126311768,0.008118374,Fire-tailed Myzornis
2020,0.0321573558697055,0.008118374,Fire-tailed Myzornis
2021,0.0375036289881449,0.008118374,Fire-tailed Myzornis
2019,0.0504842708289532,0.004018175,Yellow-eyed Babbler
2020,0.0480071071467097,0.004018175,Yellow-eyed Babbler
2021,0.0456514930047064,0.004018175,Yellow-eyed Babbler
2019,0.072380376110333,0.013531105,Whiskered Yuhina
2020,0.0698208989018672,0.013531105,Whiskered Yuhina
2021,0.0673519285950328,0.013531105,Whiskered Yuhina
2019,0.0740677239619233,0.145284749,Stripe-throated Yuhina
2020,0.0699488607420552,0.145284749,Stripe-throated Yuhina
2021,0.066059045119663,0.145284749,Stripe-throated Yuhina
2019,0.0340972626070956,0.022376981,Black-chinned Yuhina
2020,0.034889068201096,0.022376981,Black-chinned Yuhina
2021,0.0356992610804897,0.022376981,Black-chinned Yuhina
2019,0.124093141033683,0.007233865,Oriental White-eye
2020,0.125696022074852,0.007233865,Oriental White-eye
2021,0.127319607142131,0.007233865,Oriental White-eye
2019,0.0667559118251362,0.073411791,Chestnut-capped Babbler
2020,0.0738918582442438,0.073411791,Chestnut-capped Babbler
2021,0.0817906094832415,0.073411791,Chestnut-capped Babbler
2019,0.110064631699531,0.026009483,Pin-striped Tit-Babbler
2020,0.115921875331003,0.026009483,Pin-striped Tit-Babbler
2021,0.12209082039125,0.026009483,Pin-striped Tit-Babbler
2019,0.0343382446363713,0.003124725,Tawny-bellied Babbler
2020,0.0343080448562079,0.003124725,Tawny-bellied Babbler
2021,0.0342778716361303,0.003124725,Tawny-bellied Babbler
2019,0.00658679603755519,0.001496082,Dark-fronted Babbler
2020,0.0061475007506717,0.001496082,Dark-fronted Babbler
2021,0.00573750352432899,0.001496082,Dark-fronted Babbler
2019,0.0439729297837749,0.020503208,Golden Babbler
2020,0.039972688219327,0.020503208,Golden Babbler
2021,0.0363363508262095,0.020503208,Golden Babbler
2019,0.0464478803781672,0.008336671,Black-chinned Babbler
2020,0.0517729586612818,0.008336671,Black-chinned Babbler
2021,0.0577085375418494,0.008336671,Black-chinned Babbler
2019,0.0482049695456234,0.020756712,Rufous-capped Babbler
2020,0.0455639868926619,0.020756712,Rufous-capped Babbler
2021,0.0430676944954766,0.020756712,Rufous-capped Babbler
2019,0.0350508771027894,0.017681129,Streak-breasted Scimitar-Babbler
2020,0.0371008685401488,0.017681129,Streak-breasted Scimitar-Babbler
2021,0.0392707561182216,0.017681129,Streak-breasted Scimitar-Babbler
2019,0.0302106337710883,0.003822059,Indian Scimitar-Babbler
2020,0.0295447302265422,0.003822059,Indian Scimitar-Babbler
2021,0.028893504544566,0.003822059,Indian Scimitar-Babbler
2019,0.030272436003769,0.00719809,White-browed Scimitar-Babbler
2020,0.029581732246999,0.00719809,White-browed Scimitar-Babbler
2021,0.0289067877664087,0.00719809,White-browed Scimitar-Babbler
2019,0.0421283072641107,0.007850019,Rusty-cheeked Scimitar-Babbler
2020,0.0458492671014228,0.007850019,Rusty-cheeked Scimitar-Babbler
2021,0.0498988786935774,0.007850019,Rusty-cheeked Scimitar-Babbler
2019,0.0106270702337685,0.005191119,White-hooded Babbler
2020,0.00990338537170764,0.005191119,White-hooded Babbler
2021,0.00922898218070523,0.005191119,White-hooded Babbler
2019,0.0427852227676475,0.004181014,Puff-throated Babbler
2020,0.0411546970388479,0.004181014,Puff-throated Babbler
2021,0.0395863099172659,0.004181014,Puff-throated Babbler
2019,0.0664493502193989,0.053617769,Abbott's Babbler
2020,0.074866552525283,0.053617769,Abbott's Babbler
2021,0.0843499698419121,0.053617769,Abbott's Babbler
2019,0.0351995128416145,0.01849546,Ludlow's Fulvetta
2020,0.0337819819158709,0.01849546,Ludlow's Fulvetta
2021,0.0324215368348797,0.01849546,Ludlow's Fulvetta
2019,0.0296116676415801,0.003468604,Brown-cheeked Fulvetta
2020,0.0306436577359076,0.003468604,Brown-cheeked Fulvetta
2021,0.0317116135032152,0.003468604,Brown-cheeked Fulvetta
2019,0.101534286696516,0.074006909,Nepal Fulvetta
2020,0.100726686519617,0.074006909,Nepal Fulvetta
2021,0.0999255099663723,0.074006909,Nepal Fulvetta
2019,0.0311911569377639,0.00709681,Striated Laughingthrush
2020,0.0293970993217923,0.00709681,Striated Laughingthrush
2021,0.027706232579306,0.00709681,Striated Laughingthrush
2019,0.0907924385103967,0.008222409,Common Babbler
2020,0.0916658194904598,0.008222409,Common Babbler
2021,0.0925476019888525,0.008222409,Common Babbler
2019,0.0425069446451075,0.008367462,Striated Babbler
2020,0.0431349206237118,0.008367462,Striated Babbler
2021,0.0437721739999978,0.008367462,Striated Babbler
2019,0.115972216684286,0.010072668,Large Gray Babbler
2020,0.113769796082734,0.010072668,Large Gray Babbler
2021,0.111609201503352,0.010072668,Large Gray Babbler
2019,0.00813096457138764,0.00195285,Rufous Babbler
2020,0.00712773409892414,0.00195285,Rufous Babbler
2021,0.00624828615829223,0.00195285,Rufous Babbler
2019,0.216713612980383,0.012101281,Jungle Babbler
2020,0.212571172004871,0.012101281,Jungle Babbler
2021,0.208507913029048,0.012101281,Jungle Babbler
2019,0.158614231568759,0.0177205,Yellow-billed Babbler
2020,0.161998293468237,0.0177205,Yellow-billed Babbler
2021,0.165454554910129,0.0177205,Yellow-billed Babbler
2019,0.0417060236058725,0.007822723,White-crested Laughingthrush
2020,0.0435791295248487,0.007822723,White-crested Laughingthrush
2021,0.0455363606008252,0.007822723,White-crested Laughingthrush
2019,0.0424425916400091,0.029494281,Lesser Necklaced Laughingthrush
2020,0.0462439543016716,0.029494281,Lesser Necklaced Laughingthrush
2021,0.0503857852883612,0.029494281,Lesser Necklaced Laughingthrush
2019,0.0141002514895245,0.004247128,Rufous-chinned Laughingthrush
2020,0.0177448796694307,0.004247128,Rufous-chinned Laughingthrush
2021,0.0223315700940873,0.004247128,Rufous-chinned Laughingthrush
2019,0.0616347728591492,0.032344977,Greater Necklaced Laughingthrush
2020,0.0627397558625279,0.032344977,Greater Necklaced Laughingthrush
2021,0.0638645489078863,0.032344977,Greater Necklaced Laughingthrush
2019,0.0389522949679902,0.009295289,White-throated Laughingthrush
2020,0.0384127707892177,0.009295289,White-throated Laughingthrush
2021,0.0378807195036269,0.009295289,White-throated Laughingthrush
2019,0.124493845242176,0.07842033,Rufous-necked Laughingthrush
2020,0.161232831892925,0.07842033,Rufous-necked Laughingthrush
2021,0.208813745206782,0.07842033,Rufous-necked Laughingthrush
2019,0.012807987610513,0.004709729,Gray-sided Laughingthrush
2020,0.0107394778346015,0.004709729,Gray-sided Laughingthrush
2021,0.00900503558148563,0.004709729,Gray-sided Laughingthrush
2019,0.172242079477186,0.040471207,Streaked Laughingthrush
2020,0.17343304633845,0.040471207,Streaked Laughingthrush
2021,0.174632248133179,0.040471207,Streaked Laughingthrush
2019,0.0523580952202453,0.02601135,Bhutan Laughingthrush
2020,0.0518851307979322,0.02601135,Bhutan Laughingthrush
2021,0.0514164387874368,0.02601135,Bhutan Laughingthrush
2019,0.0167738261171683,0.006604467,Scaly Laughingthrush
2020,0.0163919544271772,0.006604467,Scaly Laughingthrush
2021,0.0160187763999555,0.006604467,Scaly Laughingthrush
2019,0.0972370904908025,0.03855284,Variegated Laughingthrush
2020,0.0886435399807459,0.03855284,Variegated Laughingthrush
2021,0.0808094641731526,0.03855284,Variegated Laughingthrush
2019,0.0448525215336443,0.013887304,Chestnut-crowned Laughingthrush
2020,0.0403459994937675,0.013887304,Chestnut-crowned Laughingthrush
2021,0.036292266733099,0.013887304,Chestnut-crowned Laughingthrush
2019,0.0122729125287701,0.004512676,Nilgiri Laughingthrush
2020,0.0145857764771874,0.004512676,Nilgiri Laughingthrush
2021,0.0173345059653735,0.004512676,Nilgiri Laughingthrush
2019,0.0178162062406798,0.007399629,Palani Laughingthrush
2020,0.0167548043439167,0.007399629,Palani Laughingthrush
2021,0.0157566355491527,0.007399629,Palani Laughingthrush
2019,0.0999612780109881,0.020708913,Rufous Sibia
2020,0.103618469828006,0.020708913,Rufous Sibia
2021,0.107409463975811,0.020708913,Rufous Sibia
2019,0.0513772714543689,0.059022526,Silver-eared Mesia
2020,0.0449381394090074,0.059022526,Silver-eared Mesia
2021,0.0393060261157886,0.059022526,Silver-eared Mesia
2019,0.0279527720909355,0.007164994,Red-billed Leiothrix
2020,0.0270059533004455,0.007164994,Red-billed Leiothrix
2021,0.0260912052405116,0.007164994,Red-billed Leiothrix
2019,0.0494907218954299,0.056526711,Red-faced Liocichla
2020,0.0538598391603326,0.056526711,Red-faced Liocichla
2021,0.0586146688364385,0.056526711,Red-faced Liocichla
2019,0.0292803558758009,0.010077587,Hoary-throated Barwing
2020,0.0266715044277881,0.010077587,Hoary-throated Barwing
2021,0.0242950991258081,0.010077587,Hoary-throated Barwing
2019,0.030721110454856,0.012157194,Streak-throated Barwing
2020,0.0345846497158731,0.012157194,Streak-throated Barwing
2021,0.0389340742655537,0.012157194,Streak-throated Barwing
2019,0.0512298365406179,0.030631995,Rusty-fronted Barwing
2020,0.0463825597781131,0.030631995,Rusty-fronted Barwing
2021,0.041993923792135,0.030631995,Rusty-fronted Barwing
2019,0.0334882955010529,0.013826894,Blue-winged Minla
2020,0.0327834674504606,0.013826894,Blue-winged Minla
2021,0.032093473913643,0.013826894,Blue-winged Minla
2019,0.0291329264820368,0.007592948,Chestnut-tailed Minla
2020,0.0263868531433202,0.007592948,Chestnut-tailed Minla
2021,0.0238996250251914,0.007592948,Chestnut-tailed Minla
2019,0.0369049953716345,0.005912485,Asian Fairy-bluebird
2020,0.0365216475366222,0.005912485,Asian Fairy-bluebird
2021,0.0361422816981155,0.005912485,Asian Fairy-bluebird
2019,0.032376432033914,0.009218897,Dark-sided Flycatcher
2020,0.0327550955878599,0.009218897,Dark-sided Flycatcher
2021,0.0331381878597986,0.009218897,Dark-sided Flycatcher
2019,0.021327525248644,0.00199277,Asian Brown Flycatcher
2020,0.0208778354127347,0.00199277,Asian Brown Flycatcher
2021,0.0204376272652147,0.00199277,Asian Brown Flycatcher
2019,0.00968330810510943,0.001475467,Brown-breasted Flycatcher
2020,0.00985404654985808,0.001475467,Brown-breasted Flycatcher
2021,0.0100277954964103,0.001475467,Brown-breasted Flycatcher
2019,0.246741081467579,0.013377687,Indian Robin
2020,0.242337544012962,0.013377687,Indian Robin
2021,0.23801259558778,0.013377687,Indian Robin
2019,0.271819611899893,0.009364882,Oriental Magpie-Robin
2020,0.273171389011885,0.009364882,Oriental Magpie-Robin
2021,0.274529888601875,0.009364882,Oriental Magpie-Robin
2019,0.0485858282810933,0.00616499,White-rumped Shama
2020,0.0476358053111201,0.00616499,White-rumped Shama
2021,0.0467043586148343,0.00616499,White-rumped Shama
2019,0.136024682441957,0.030944107,Andaman Shama
2020,0.137100205136545,0.030944107,Andaman Shama
2021,0.138184231795604,0.030944107,Andaman Shama
2019,0.00816491161127464,0.003162337,Nilgiri Sholakili
2020,0.00973151061956836,0.003162337,Nilgiri Sholakili
2021,0.0115986924840681,0.003162337,Nilgiri Sholakili
2019,0.0121210153007094,0.005733668,White-bellied Sholakili
2020,0.012252335078769,0.005733668,White-bellied Sholakili
2021,0.0123850775828694,0.005733668,White-bellied Sholakili
2019,0.00537488311885283,0.000915834,White-bellied Blue Flycatcher
2020,0.00527275919560451,0.000915834,White-bellied Blue Flycatcher
2021,0.00517257564863395,0.000915834,White-bellied Blue Flycatcher
2019,0.0598600821237549,0.024248815,Pale-chinned Blue Flycatcher
2020,0.061216901990339,0.024248815,Pale-chinned Blue Flycatcher
2021,0.0626044762442383,0.024248815,Pale-chinned Blue Flycatcher
2019,0.0163175138000579,0.005820809,Blue-throated Flycatcher
2020,0.0168701596008077,0.005820809,Blue-throated Flycatcher
2021,0.0174415225532529,0.005820809,Blue-throated Flycatcher
2019,0.0657645543928194,0.005327587,Tickell's Blue Flycatcher
2020,0.0676826020670285,0.005327587,Tickell's Blue Flycatcher
2021,0.0696565903146134,0.005327587,Tickell's Blue Flycatcher
2019,0.0474294069558057,0.021632508,Large Niltava
2020,0.0476559538705306,0.021632508,Large Niltava
2021,0.047883582888277,0.021632508,Large Niltava
2019,0.0421000129859649,0.009866176,Small Niltava
2020,0.0418394615324845,0.009866176,Small Niltava
2021,0.0415805225977444,0.009866176,Small Niltava
2019,0.0350894119473844,0.006755092,Rufous-bellied Niltava
2020,0.0307300558003575,0.006755092,Rufous-bellied Niltava
2021,0.0269122871283534,0.006755092,Rufous-bellied Niltava
2019,0.0624767489095701,0.006479439,Verditer Flycatcher
2020,0.0630737423668105,0.006479439,Verditer Flycatcher
2021,0.0636764403652475,0.006479439,Verditer Flycatcher
2019,0.09417757199449,0.137403433,Lesser Shortwing
2020,0.0903599618655542,0.137403433,Lesser Shortwing
2021,0.0866971035186819,0.137403433,Lesser Shortwing
2019,0.0111826577805893,0.003868204,Indian Blue Robin
2020,0.0115598213165131,0.003868204,Indian Blue Robin
2021,0.0119497056506246,0.003868204,Indian Blue Robin
2019,0.0202300203903708,0.003110022,Bluethroat
2020,0.0205445862154594,0.003110022,Bluethroat
2021,0.0208640433682089,0.003110022,Bluethroat
2019,0.0235698348377239,0.004325344,Malabar Whistling-Thrush
2020,0.0222019255627595,0.004325344,Malabar Whistling-Thrush
2021,0.0209134048705924,0.004325344,Malabar Whistling-Thrush
2019,0.190937505721331,0.023503445,Blue Whistling-Thrush
2020,0.192092652908357,0.023503445,Blue Whistling-Thrush
2021,0.193254788586295,0.023503445,Blue Whistling-Thrush
2019,0.0347186879296266,0.008265418,Little Forktail
2020,0.0334801624072974,0.008265418,Little Forktail
2021,0.0322858190116825,0.008265418,Little Forktail
2019,0.0493605340125157,0.009761621,Spotted Forktail
2020,0.0475332647379389,0.009761621,Spotted Forktail
2021,0.0457736388361216,0.009761621,Spotted Forktail
2019,0.129467597392569,0.22055343,Black-backed Forktail
2020,0.12509122418641,0.22055343,Black-backed Forktail
2021,0.120862784848071,0.22055343,Black-backed Forktail
